Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿Tenes algun comentario o sugerencia sobre la cursada virtual de este cuatrimestre?
8/26/2020 20:22:28,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Gran trabajo de los 3 profesores. Me parece una catedra increible. Los tps muy acordes, buena forma de enseñar, presentes todo el tiempo para respondernos consultas, el material en pdf es INCREIBLE (dificil de encontrar en algunos libros).",
8/26/2020 20:23:54,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Altamente recomendable. Perfecta adaptacion a la modalidad virtual. Muy buenas clases y muy buena comunicacion con los docentes y colaboradores. Fue una cursada muy dinamica y me alegra poder cursar algoritmos 2 con estos mismos docentes.,"La forma de tomar el parcial fue muy buena, ojala otras materias siguieran su ejemplo."
8/26/2020 20:24:13,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"se nota que los profes le ponen mucha dedicacion y esfuerzo,unos capos",estuvo todo genial
8/26/2020 20:24:34,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,"Muy didactico, se interesan en que en serio aprendas y participes. Lo tps son complejos pero en clases te dan las herramientas para lograr encararlos y tienen mucha disposicion de ayudar siempre.","Lo manejaron muy bien, no se sintio que se vieran afectados por la situacion. Todas las clases se hicieron bien e incluso incluyeron kahoot que lo hizo mucho mas dinamico.  Ademas de armar una plataforma para rendir."
8/26/2020 20:24:35,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,,
8/26/2020 20:24:36,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Facil,Normal,"Se adapto excelentemente a la virtualidad, los temas fueron enseñados de forma muy clara, didactica y divertida , y los docentes le pusieron la mejor onda y se noto mucho.",
8/26/2020 20:24:45,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Se notaron las ganas que le pusieron a la virtualidad. Al menos yo me senti muy comodo con la cursada a pesar de la situacion. Se nota que saben mucho y que son muy dedicados. A destacar tambien el trabajo de los ayudantes que siempre estuvieron para resolver las dudas que surgian.,
8/26/2020 20:26:29,Algoritmos y Programacion I - Mendez,Excelente,Si,Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Un apoyo increible, la mejor onda y con ganas de que aprendas (No simplemente que aprueben)",
8/26/2020 20:26:48,Algoritmos y Programacion II - Mendez,Excelente,Si,Interesantes,Si,Buenas,Excelentes,Normal,Normal,Todo excelente. Aprendi muchisimo pasandola bien,
8/26/2020 20:27:37,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,,
8/26/2020 20:27:39,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Malo,Si,Interesantes,Si,Excelentes,Malas,Normal,Muy dificil,"El tiempo disponible para realizar los parciales fue muy corto. Lo mismo fue manifestado pero no se tuvo en cuenta para el segundo parcial. Diego Ezcurra comento que habia gente que entrego antes del tiempo estipulado, por lo que era posible, y que aquellas personas habian estudiado. Lo anterior no tiene fundamentos, ya que en dicho momento no es posible saber la nota de dichas personas. Ademas, es posible que hayan avanzado en el cuestionario y luego no pudieran regresar atras, debido a que esto no era posible.

Por otro lado, el trabajo practico numero 2 no fue explicado correctamente. Se dejaron muchos detalles clave sin explicar. A pesar de las reiteradas preguntas concisas al profesor, ya sea en la clase virtual o por el campus, en el caso de recibir respuestas, fueron vagas.  Luego de la entrega del trabajo para el que se investigo arduamente por cuenta propia, el mismo no fue corregido. Se establecio una reunion en la que otro profesor nos aclaro cuestiones que podrian haber sido explicadas antes (cuando preguntamos) y evitar muchas complicaciones. Se destaca que los problemas principales trataban sobre temas que no conciernen al temario de la materia. ","El tiempo disponible para los parciales fue muy breve.
La explicacion del trabajo practico 2 fue muy pobre para el nivel exigido.
"
8/26/2020 20:28:57,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,,
8/26/2020 20:29:56,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Facil,Normal,,Se adaptaron muy muy bien
8/26/2020 20:33:00,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Normal,Normal,"Se entienden muy bien los temas tanto en la teorica como en la practica, hay muy buen ambiente en las clases y los trabajos son entretenidos por lo tanto se hace mucho mas entretenido a la hora de realizarlos. ",
8/26/2020 20:33:00,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Dificil,Dificil,"Excelente curso, super recomendable, la pasas bien y aprendes",Muy extenso
8/26/2020 20:36:50,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Normal,Normal,excelente en general,se adaptaron muy bien a la modalidad
8/26/2020 20:37:50,Organizacion del Computador - Moreno,Regular,Si,Muy Interesantes,Si,Malas,Muy Buenas,Normal,Normal,Mucha falta de organizacion,Muy extensa
8/26/2020 20:40:02,Metodos Matematicos y Numericos - Cavaliere,Muy Bueno,Si,Interesantes,No,Excelentes,Regulares,Normal,Normal,,
8/26/2020 20:40:07,Algoritmos y Programacion III - Suarez,Muy Bueno,Si,Muy Interesantes,Si,Regulares,Muy Buenas,Normal,Dificil,"Buen curso, intenso hasta la mitad del curso, despues del parcial bajan bastante el nivel, y casi dejan de dar teoricas en vez de aprovechar bien el tiempo. Pero le ponen voluntad y con la herramienta Slack se maquilla esto. Tendrian que dar clases mas tiempo, sobre todo los martes ya que hay temas que no se cubren y en el TP2 se sienten mucho (y da el tiempo).
A pesar de esto, en general lo recomiendo.","Se adapto bastante bien con Slack y videos grabados, me sorprendio para bien, habia escuchado cosas bastante malas en las encuestas, y supero las expectativas. Es una catedra aceptable a pesar de algunas cosas que no me gustaron, sobre todo en el final de la materia donde parecio que se relajaron."
8/26/2020 20:44:01,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Normal,Dificil,,
8/26/2020 20:46:29,Algoritmos y Programacion I (Electronica) - Essaya,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
8/26/2020 20:48:03,Taller de Programacion I - Azcurra,Regular,No,Interesantes,Si,No hay clases teoricas,Malas,Dificil,Normal,"Los docentes pueden ser medio patoteros a veces, si preguntas algo que ya respondieron en algun momento entran en un rant infinito. Podrian rever ese comportamiento un poco, hace que los alumnos tengan miedo de preguntar. Despues esta el tema de la puntualidad, en todo momento fueron super exigentes con eso, pero las clases arrancaban 19:30 en lugar de a las 19:00 bastante seguido y nos enterabamos en el momento, como que se ponian a organizar la clase o a revisar cosas a partir de esa hora y nos hacian esperar.",Son bastante monotonas las clases donde teniamos que contar los avances. Me parecieron mucho mas amenas las clases donde mandamos los avances por mail y solo discutimos preguntas.
8/26/2020 20:49:48,Algoritmos y Programacion III - Suarez,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Normal,Normal,"Faltarian mas docentes, este cuatrimestre por la cantidad de alumnos se les complico para tema correcciones de tps/ parcial.",Se adapto muy bien a la virtualidad.
8/26/2020 20:49:52,Simulacion - Caiafa,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Facil,Normal,,
8/26/2020 20:50:12,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,,
8/26/2020 20:53:33,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Malo,Si,Interesantes,Si,Regulares,Malas,Muy Dificil,Muy dificil,"Los TPs no se entienden nada: usualmente aplicar el metodo y armar el codigo es facil pero surgen cientos de problemas extra que ni los profesores saben como ayudar. Este curso suele tener malas opiniones y ademas pocas porque los profesores nunca pasan la encuesta. Si haces los ejercicios de las guias como los hacen en la practica te van a bochar porque para el parcial piden cosas que no se hacen en clase. Si sos de tener errores de cuenta no te recomiendo el curso, no importa si tenes bien el desarrollo y bien expresada la respuesta, para tener el ejercicio bien tiene que estar perfecto el resultado final. ",Se adaptaron muy bien. Ademas cuando fue presencial dejo el 90% de los alumnos y eso mejoro para ahora.
8/26/2020 20:53:54,Algoritmos y Programacion II - Mendez,Excelente,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Mas haya del temario o de las buenas clases practicas y teoricas que se brindan, algo para mi vital es que esta muy bien organizado, sabes donde encontrar el material y como guiarte para estudiar y trabajar los temas.",
8/26/2020 20:54:57,Algoritmos y Programacion II (Electronica) - Calvo,Regular,Si,Muy Interesantes,Si,Regulares,Regulares,Dificil,Normal,,
8/26/2020 20:55:51,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Regulares,Regulares,Normal,Dificil,Bianchi deberia saber el significado de la palabra profesor... mas enseñanzas menos forreadas !!! ,
8/26/2020 20:56:47,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,"Excelente, los profesores le ponen un monton de ganas y predisposicion haciendo la cursada entretenida. Ademas saben mucho y lo transmiten muy bien",
8/26/2020 20:57:26,Algoritmos y Programacion I - Mendez,Excelente,Si,Interesantes,Si,Muy Buenas,Excelentes,Normal,Normal,,
8/26/2020 20:57:53,Analisis Numerico I/Metodos Matematicos y Numericos - Sassano,Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Facil,Facil,,"En general se adaptaron bien, quizas hubiese estado bueno tener el material para las clases virtuales unos dias antes, ya que se terminaba subiendo el martes o el mismo miercoles."
8/26/2020 21:00:03,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,,
8/26/2020 21:03:46,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Facil,Normal,Los temas son interesantes pero algunos quedaron un poco inconexos o solo como pantallazos teoricos y le faltaria un poco mas de practica. Hubiera estado bueno algun TP o ejercicios obligatorios de Oz.,"Quizas se podria replantear si conviene que los grupos hagan videos, ya que lleva bastante trabajo de produccion y edicion que se podria aprovechar para algo mas enfocado sobre la materia."
8/26/2020 21:03:49,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Dificil,Normal,,
8/26/2020 21:06:13,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,Se noto mucho todo el esfuerzo y cariño que metieron el profesor y los ayudantes en esta materia,
8/26/2020 21:08:01,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Excelentes profesores,
8/26/2020 21:08:04,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,Muy buen curso,"Me gusto mucho el modo en que se adaptaron las clases en el formato virtual. Los docentes, tanto de la practica como de la teorica, hicieron un excelente trabajo, mejorando sobre la marcha segun nuestras sugerencias y necesidades. "
8/26/2020 21:08:10,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,"Dificil pero llevadero, te ayuda a pensar mucho.","Muy buen materias de estudio y dinamica las clases . se puede llevar de forma virtual, y sobre todos los kahoot fueron de MUCHA AYUDA!!!"
8/26/2020 21:10:55,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Muy buen curso, tiene todo, predisposicion, voluntad, buena onda, dedicacion.",Se adaptaron muy bien a la cursada virtual. Sigan grabando las clases que es importantisimo
8/26/2020 21:20:42,Algoritmos y Programacion I (Electronica) - Cardozo,Muy Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Dificil,Normal,,
8/26/2020 21:23:04,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,Se adapto perfectamente a la modalidad virtual ,Fue una gran experiencia y se disfrutaba mucho en cada clase
8/26/2020 21:24:59,Computacion - Cabrera,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,"Bastante bien. Hubiera estado mejor, tener una mejor comunicacion de consultas en el foro, pero bien.",Ser mas activo con el foro y las consultas
8/26/2020 21:26:49,Taller de Programacion I - Veiga,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Muy Dificil,Muy dificil,Recomendado,
8/26/2020 21:27:39,Algoritmos y Programacion III - Suarez,Bueno,Si,Poco Interesantes,Si,Buenas,Muy Buenas,Dificil,Dificil,"La curse el cuatri pasado y fue un desastre, este mejoraron bastante aunque al final se dejaron estar un poco. Pero se noto el cambio y el esfuerzo","Estaria bueno no hacer actividades grupales en clase xq es un lio, y pienso q slack se podria aprovechar todavia mas"
8/26/2020 21:29:09,Computacion - Perez Berro,Excelente,Si,Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Me anote con Perez Berro porque ya me habian comentado que era una persona muy organizada y que explicaba muy bien, y efectivamente asi es. ","No tengo comentarios para agregar, para mi estuvo bien organizada. Me parece bien la idea de los tps semanales para poder estar al dia con la materia. Y algo que me parecio super importante fue poder contar con los videos que Perez Berro subio al drive de las teoricas/practicas, y no solo con los pdf. "
8/26/2020 21:30:27,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,,"Hay que deficarle tiempo, pero vale la pena. Aprovechen a los profesores que son lo mas."
8/26/2020 21:31:28,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Muy Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Normal,Dificil,"El curso se adapto muy bien a lo que es la cursada virtual hubo muy buena predisposicion de los docentes para que el curso se llevara lo mejor posible y creo que se pudo lograr, los videos practicos eran de mucha utlidad para ir entendiendo los temas. Sin embargo note que en la parte teorica falto un poco, el apunte de clases era bastante denso y sentia que habia cosas de mas","Siento que se podria revisar la parte de como dar la teoria, a mi en particular las clases de rodolfo no me servian ya que las encontraba un poco densas y no me siento del todo como estar escuchando como se lee un power point"
8/26/2020 21:32:56,Algoritmos y Programacion II - Buchwald,Excelente,Si,Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,,
8/26/2020 21:33:22,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Bueno,Si,Interesantes,Si,Regulares,Muy Buenas,Normal,Muy dificil,"Un curso bueno en cuanto a las clases practicas ya que ayudaban a entender de forma sencilla las teoricas (las cuales la mayoria de las veces fueron muy orientadas a desarrollar todas las formulas que se dan y eso te desenfonca de los puntos claves del tema).

El TP1 que presentaron fue bastante largo y complicado, pero estuvo bien explicado desde un comienzo y realmente nos dieron todo lo necesario para resolverlo a pesar de la dificultad.

El TP2 fue un desastre, a priori parecia corto pero llevo mas tiempo que el TP1, la explicacion fue bastante pobre y fue muy orientado al analisis de los datos que nos dieron y que obteniamos, cosa que no es parte del contenido de la materia, quisieron mezclar el tema del momento (COVID19) junto a los temas de la materia y salio mal, parecia hasta cierto punto que ni ellos mismos sabian lo que nos pedian ya que estuvo lleno de preguntas el campus y todas relacionadas a los mismos puntos pero las respuestas siempre fueron vagas y tardias. Como resultado por supuesto todos tuvimos que rehacer el TP y dos semanas luego de la entrega fue cuando hubo una verdadera explicacion a los temas bisagras del trabajo para poder corregir el desastre de la primera entrega. Lo realmente incomodo es que parece que no fueron capaces de hacer un mea culpa, si alrededor de 30 grupos (de 2 personas) tuvieron que repetir un TP entonces por que no preguntarse en que fallaron ellos tambien? Porque es mas facil decir: ""Pensamos que iban a investigar mas"".

No recomiendo para nada la catedra si ves otras materias con TPs. La dificultad de la catedra realmente son los TPs, consume todo tu tiempo libre por varias semanas para poder hacer un buen trabajo, y es tiempo que se podria aprovechar en otras materias claves de tu carrera, no vale la pena invertir tanto tiempo en esta catedra. ",
8/26/2020 21:33:28,Introduccion a los Sistemas Distribuidos  - Carisimo,Muy Bueno,Si,Muy Interesantes,Si,Excelentes,Buenas,Dificil,Dificil,,
